"published","source","level","title","chapter","author","editor","collection","serie","isbn","accessibility","classification","theme","question number","question","correct answer","wrong answer 1","wrong answer 2"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 4","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",2,"Où s'assoient les trois amis ?","Sur trois chaises","Sur un fauteuil","Ils restent debout"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 4","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",3,"Quelle est la spécialité de l'encre des dictionnaires ?","Elle est plus épaisse","Elle est plus colorée","Elle est moins lourde"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 4","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",4,"Odilon a voulu boire le dictionnaire, car :","Il était curieux","Il voulait faire quelque chose d'interdit","Il voulait être malade"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 4","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",5,"Qu'est-ce qu'Odilon doit faire pour revenir à la normale ?","Boire le reste de la définition","Boire l'entièreté du dictionnaire","Boire de l'eau"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 5","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",1,"Comment est la paille d'Odilon ?","Bouchée","Droite","Rigide"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 5","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",2,"Quelle paille faut-il pour lire un dictionnaire ?","Une paille de gros calibre","Une paille plus petite","Une paille géante"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 5","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",3,"D'où l'orthopailleur sort-il la paille ?","D'un coffre-fort","D'un coussin","D'une voiture"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 5","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",4,"Selon Odilon, quel mot a-t-il bu ?","Sarrasin","Cheval","Rose"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 5","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",5,"Quel était le véritable mot qu'Odilon a bu ?","Salmibigoudis","Hara-Kiri","Poulette"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 6","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",1,"Que doit faire Odilon avec le dictionnaire ?","Il doit trouver le mot et le boire","Il doit boire tout le dictionnaire","Il doit manger le dictionnaire"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 6","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",2,"Quel est le poids du dictionnaire selon Odilon ?","Trois tonnes","Deux tonnes","Une tonne"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 6","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",3,"Comment était le goût du dictionnaire ?","Horrible","Incroyable","Délicieux"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 6","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",4,"A qui Odilon donne-t-il la paille ?","Rémi Chamot","Draculivre","Carmilla"
1,"Bibliothèque familiale",3,"Le buveur de dictionnaires","chapitre 6","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092556603,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",5,"Qui avait bu auparavant dans le dictionnaire ?","Draculivre","Rémi Chamot","Carmilla"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 1","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",1,"Quel cours donne Mlle Globulaire ?","Sur les guerres de fantômes","Sur la mythologie Pacienne","Sur les fleurs et les plantes"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 1","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",2,"Quel est le sujet de discussion de la classe ?","L'existence des fantômes","L'existence de dinosaures","L'existence de monstres"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 1","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",3,"Où Pac court-il se réfugier ?","Dans le labyrinthe végétal","Dans la classe","Chez lui"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 1","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",4,"En quoi les élèves de la classe se déguisent-ils ?","En fantômes","En dinosaures","En Pac"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 1","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",5,"Que voit Pac près du piège de Skeebo ?","Des véritables fantômes","Des arbres","Des bonbons roses et bleus"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 2","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",1,"Quelle nouvelle se répand dans la ville ?","Une attaque de fantôme se déroule","Les fleurs de la ville meurent chaque jour","Il n'y a plus de nuages en ville"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 2","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",2,"Que fait Pac en ouvrant la bouche ?","Il aspire des fantômes","Il crie","Il aspire sa maison"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 2","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",3,"Qui est véritablement Pac ?","Un Gobeur Jaune","Une boule de poil","Un humain"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 2","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",4,"Qui fait une annonce sur les chaînes de télévision ?","Perfidus","Pac","Un fantôme"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 2","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",5,"Quel est le plan de Perfidus pour envahir la ville ?","Il faut capturer Pac","Il faut faire exploser la ville","Il faut manger les habitants"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 3","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",1,"Comment est qualifié Pac ?","D'élu","De protecteur","De mangeur de fantôme"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 3","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",2,"Que représente Pac ?","Le dernier Gobeur Jaune","Le premier Gobeur Violet","Un élève de PacWorld"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 3","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",3,"Qu'est-ce que les parents de Pac lui ont légué ?","Une plante à baie","Une plante à miam-miam","Une plante à pomme"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 3","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",4,"Que se dresse-t-il sur un pan du mur ?","L'arbre de Vie","L'arbre de Souvenirs","Un arsenal de pistolets"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 3","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",5,"Qu'emporte un escadron de fantôme avec lui ?","L'arbre de Vie","L'arbre de Souvenirs","Un arsenal de pistolets"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 4","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",1,"Que se passera-t-il si l'arbre de Vie est enlevé ?","PacWorld finira en ruines","PacWorld deviendra resplendissant","Rien ne se passera"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 4","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",2,"Où veut se rendre Pac ?","Dans le monde des fantômes","Sur Mars","Dans le monde des hommes"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 4","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",3,"Que disent les fantômes à Pac ?","Ils ne veulent pas y aller","Ils veulent bien l'emmener","Ils ne savent pas s'ils veulent l'emmener"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 4","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",4,"Que fait Pac après avoir parlé aux fantômes ?","Il accepte le marché","Il n'accepte pas le marché","Il mange les fantômes"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 4","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",5,"De quoi sont aspergés les amis de Pac et lui-même ?","Un liquide verdâtre hypergluant","Un liquide rouge pomme","Un liquide bleu clair"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 5","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",1,"Que font les fantômes pour aider Pac et ses amis ?","Ils font diversion","Ils crient très fort","Ils s'enfuient"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 5","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",2,"Que doivent les héros pour arriver jusqu'à Perfidus ?","Traverser un lac de lave","Traverser un lac d'eau","Traverser un lac de jus de fruits"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 5","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",3,"Où sont arrivés les héros de l'histoire ?","Dans un piège","Dans un jardin","Dans le monde des hommes"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 5","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",4,"Où les fantômes tirent-ils ?","Sur les caméras de surveillance","Sur les héros","Sur Sphéros"
1,"Bibliothèque familiale",3,"C'est parti pour l'aventure !","chapitre 5","Natacha Godeau","Hachette","La Bibliothèque Verte","Pac-Man",2014018370,,"Fiction jeunesse - séries, héros préférés","Aventure",5,"Que reçoivent les héros à leur retour sur PacWorld ?","Une médaille","Un trophée","Une banane"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 1","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",1,"De qui est-ce l'anniversaire au début de l'histoire ?","Carmilla","Rémi Chamot","Odilon"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 1","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",2,"Sur quoi sont plantées les bougies d'anniversaire ?","Sur un livre d'anniversaire","Sur un gâteau d'anniversaire","Sur un livre bleu"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 1","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",3,"Que font les buveurs d'encres ?","Ils se nourrissent d'histoires imprimées","Ils vivent des histoires de superhéros","Ils mangent des bandes dessinées"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 1","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",4,"Combien de pages compte le livre d'anniversaire de Carmilla ?","Plus de neuf cents pages","Moins de dix pages","Quelques vingtaines de pages"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 1","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",5,"Pourquoi Odilon est-il triste ?","Ses parents ne seront pas là lors de son anniversaire","Son anniversaire est dans neuf cents jours","Il n'a pas d'anniversaire"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 2","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",1,"Que dit Carmilla à Odilon ?","Il lui fait de la peine","Il ressemble à un artichaut","Il ne boit que du gris"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 2","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",2,"Que répond Carmilla à Odilon ?","Il a l'impression d'être adopté","Il a l'impression de vivre seul","Il a l'impression de ne vivre que pour Carmilla"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 2","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",3,"Comment le père d'Odilon voit-il les livres ?","Comme des objets sacrés","Comme des instruments","Comme des objets"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 2","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",4,"Selon le père d'Odilon, que représente le fait de boire un livre ?","C'est un crime","C'est amusant","C'est de la science"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 2","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",5,"Que fait Odilon pour faire semblant d'aller mieux ?","Il boit un petit bout du livre d'anniversaire","Il rigole un peu avec Carmilla","Il sourit tout au long de la fête"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 3","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",1,"Qui accompagne Odilon pour aller voir son père ?","Carmilla","Draculivre","Les parents de Carmilla"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 3","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",2,"Dans quoi travaille le père d'Odilon ?","Dans une librairie","Dans un supermarché","Dans un parc d'attractions"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 3","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",3,"Que demande le père d'Odilon aux deux enfants ?","Ce qu'ils désirent","Ce qu'ils veulent manger","Comment ils s'appellent"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 3","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",4,"Comment s'appelle le livre que Carmilla recherche ?","Le buveur de fautes d'orthographe","Le buveur de dictionnaire","Le buveur et le cheval magic"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 3","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",5,"Que prétend le père d'Odilon ?","Son fils est mort","Son fils est vivant","Son fils s'appelle Gérard"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 4","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",1,"De quoi le père d'Odilon est-il prisonnier ?","De sa colère","De son amour","De sa tristesse"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 4","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",2,"Comment Odilon représente-t-il la colère de son père ?","Comme un indien","Comme des instruments de musique","Comme un astronaute"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 4","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",3,"Que propose de faire Carmilla ?","Elle veut prouver au père d'Odilon que celui-ci existe","Elle veut embrouiller le père d'Odilon","Elle veut faire un câlin à Odilon"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 4","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",4,"Quelle danse le cow-boy fait-il ?","La danse de la mort","La danse de la pirogue","La danse de la vie"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 4","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",5,"Que dit Carmilla à Odilon ?","Elle a une idée","Elle ne sait pas quoi faire","Elle ne sait pas où aller"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 5","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",1,"Que font Carmilla et Odilon en rentrant chez eux ?","Ils boivent un livre ensemble","Ils se mettent à dormir","Ils appellent le père d'Odilon"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 5","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",2,"Quel est le titre du livre que les deux jeunes vont écrire ?","Le petit buveur d'encre orphelin","Le grand buveur d'eau chouchouté","Le petit nain bleu"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 5","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",3,"De quoi parle le nouveau livre ?","Des retrouvailles d'un père et d'un fils","Du déchirement d'une famille de canards","De la fabrication d'une usine de bonbons"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 5","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",4,"D'où Odilon et Carmilla observent-ils les acheteurs dans la librairie ?","D'une cachette que seul Odilon connaît","D'une fenêtre du magasin","Du toit du magasin"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 5","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",5,"Quand le père d'Odilon remarque-t-il le livre ?","A la fin de sa journée","A la pause du midi","A l'heure du goûter"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 6","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",1,"Qui attend Odilon et Carmilla à leur retour à Dracuville ?","Draculivre","Les parents de Carmilla","Le père d'Odilon"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 6","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",2,"Que voit Odilon dans la rue ?","Une silhouette qu'il connaît","Un grand monsieur qui vole","Une personne avec de grandes dents"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 6","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",3,"Qui est en fait la personne qui arrive devant lui ?","Le père d'Odilon","La mère d'Odilon","Carmilla"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 6","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",4,"Comment s'appelle la mascotte d'Odilon ?","Buvard","Grand Chat","Chaton d'eau"
1,"Bibliothèque familiale",3,"Le Livre des petits buveurs d'encre","chapitre 6","Eric Sanvoisin","Nathan","Premiers Romans","Le Buveur d'encre",2092534861,,"Fiction jeunesse - séries, héros préférés","Héros, monde fantastique",5,"Qu'est-ce qui a rendu fou le père d'Odilon ?","La mort de sa mère","La mort de son père","La disparition de son chat"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 1","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",1,"Qu'essaie de faire Maître Splinter ?","Méditer","Dormir","Chasser"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 1","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",2,"A quoi ressemble le repère des Tortues ninja ?","A une poubelle","A une pizzeria","A un cirque"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 1","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",3,"Que veut faire Michelangelo ?","Du Skateboatd","De la planche à voile","Du patin artistique"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 1","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",4,"Que dit Splinter aux tortues ninja ?","Il est interdit de faire du skateboard dans les égouts","Il est l'heure de s'entraîner","Il est l'heure de jouer aux jeux vidéos"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 1","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",5,"Quelle est la punition des Tortues ninja ?","Privation de sortie pendant une semaine","Privation de goûter pendant trois jours","Privation de jeux vidéos"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 2","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",1,"Qui trouve de quoi s'occuper pendant la punition ?","Donatello","Michelangelo","Raphaël"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 2","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",2,"Que présente Donatello à ses frères ?","Un lecteur MP3","Un mixeur sophistiqué","Une paire de manches"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 2","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",3,"Comment Michelangelo appelle-t-il l'invention ?","Le T-Pod","Le N-Pod","Le Podi"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 2","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",4,"Que décident de faire les frères ninjas pour combattre l'ennui ?","Ils sortent faire du skate","Ils jouent aux échecs","Ils cuisinent un bon plat"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 2","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",5,"Qui les Tortues ninja voient-elles apparaître ?","Un homme en armure","Une femme en dentelle","Une fille avec un jouet dans la main"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 3","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",1,"De quoi est vêtu l'homme devant les Tortues ninja ?","D'une armure de combat","D'une robe à paillettes","D'un casque bleu"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 3","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",2,"Que sort l'homme vêtu d'acier ?","Un chalumeau","Une épée","Un sabre"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 3","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",3,"A quoi ressemble le malfaiteur ?","A un employé de bureau","A un féroce adversaire","A un rat"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 3","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",4,"Michelangelo demande à ses frères d'arrêter, car :","Il doit mettre en route le T-Pod","Il doit faire ses lacets","Il doit manger une part de pizza"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 3","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",5,"Où l'apprenti méchant est-il jeté ?","Dans une poubelle","Dans un carton","Dans un trou noir"
1,"Bibliothèque familiale",3,"Un adversaire inattendu","chapitre 4","Arnaud Huber","Hachette","La Bibliothèque Verte","Les Tortues Ninja",2012045354,,"Fiction jeunesse - séries, héros préférés","Aventure",1,"Que doit faire Lenorardo pendant l'entraînement ?","Il doit tenir en poirier","Il doit taper sur un sac de sable","Il doit envoyer des Frisbees"
